region,incomegroup,foundedyr
Europe and Central Asia,Upper middle income,1917
Europe and Central Asia,Upper middle income,1991
Europe and Central Asia,Upper middle income,1953
Europe and Central Asia,Upper middle income,1948
Europe and Central Asia,Upper middle income,1896
North America,High income,1998
Europe and Central Asia,Upper middle income,1896
Europe and Central Asia,Upper middle income,1942
Europe and Central Asia,Upper middle income,1921
Europe and Central Asia,Upper middle income,1974
Europe and Central Asia,Upper middle income,1990
Europe and Central Asia,Upper middle income,1945
Europe and Central Asia,Upper middle income,1961
Europe and Central Asia,Upper middle income,1953
Europe and Central Asia,Upper middle income,1954
Europe and Central Asia,Upper middle income,1945
Europe and Central Asia,Upper middle income,1888
Europe and Central Asia,Upper middle income,2010
North America,High income,1899
Europe and Central Asia,Upper middle income,1936
Europe and Central Asia,Upper middle income,1971
North America,High income,1964
Latin America and Caribbean,Upper middle income,2007
Latin America and Caribbean,Upper middle income,1970
Latin America and Caribbean,Upper middle income,1958
Latin America and Caribbean,Upper middle income,1964
Latin America and Caribbean,Upper middle income,1957
Latin America and Caribbean,Upper middle income,1966
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1990
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,2006
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1998
East Asia and Pacific,Upper middle income,1923
Latin America and Caribbean,Upper middle income,1974
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1998
Latin America and Caribbean,Upper middle income,1989
Latin America and Caribbean,Upper middle income,1971
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,2001
East Asia and Pacific,Upper middle income,1958
Latin America and Caribbean,Upper middle income,1990
East Asia and Pacific,Upper middle income,1958
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1974
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,2000
East Asia and Pacific,Upper middle income,1952
Latin America and Caribbean,Upper middle income,1973
Latin America and Caribbean,Upper middle income,1993
Latin America and Caribbean,Upper middle income,1989
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1962
Latin America and Caribbean,Upper middle income,1976
Latin America and Caribbean,Upper middle income,1975
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,2006
Latin America and Caribbean,Upper middle income,1995
Latin America and Caribbean,Upper middle income,1967
Latin America and Caribbean,Upper middle income,1988
Latin America and Caribbean,Upper middle income,2004
Latin America and Caribbean,Upper middle income,1971
Latin America and Caribbean,Upper middle income,1967
Latin America and Caribbean,Upper middle income,1973
Latin America and Caribbean,Upper middle income,1927
Latin America and Caribbean,Upper middle income,1964
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1883
Latin America and Caribbean,Upper middle income,1946
Latin America and Caribbean,Upper middle income,1985
North America,High income,1986
Latin America and Caribbean,Upper middle income,1960
Latin America and Caribbean,Upper middle income,1960
Latin America and Caribbean,Upper middle income,1960
Latin America and Caribbean,Upper middle income,1986
Latin America and Caribbean,Upper middle income,1938
Latin America and Caribbean,Upper middle income,1967
North America,High income,1913
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1922
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,1971
Latin America and Caribbean,Upper middle income,1990
Latin America and Caribbean,Upper middle income,1909
Latin America and Caribbean,Upper middle income,1954
Latin America and Caribbean,Upper middle income,1954
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1966
Latin America and Caribbean,Upper middle income,2008
Latin America and Caribbean,Upper middle income,1957
Latin America and Caribbean,Upper middle income,1911
Latin America and Caribbean,Upper middle income,1968
Latin America and Caribbean,Upper middle income,1951
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,1920
Latin America and Caribbean,Upper middle income,1944
Latin America and Caribbean,Upper middle income,1958
Latin America and Caribbean,Upper middle income,1934
Latin America and Caribbean,Upper middle income,2000
Latin America and Caribbean,Upper middle income,1953
Latin America and Caribbean,Upper middle income,2002
Latin America and Caribbean,Upper middle income,1988
Latin America and Caribbean,Upper middle income,1953
Latin America and Caribbean,Upper middle income,1960
Latin America and Caribbean,Upper middle income,1943
Latin America and Caribbean,Upper middle income,1998
Latin America and Caribbean,Upper middle income,1912
Latin America and Caribbean,Upper middle income,1910
Latin America and Caribbean,Upper middle income,1967
Latin America and Caribbean,Upper middle income,1965
Latin America and Caribbean,Upper middle income,1970
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1988
Latin America and Caribbean,Upper middle income,1964
Latin America and Caribbean,Upper middle income,1881
Latin America and Caribbean,Upper middle income,1970
North America,High income,1967
Latin America and Caribbean,Upper middle income,1968
North America,High income,1960
Latin America and Caribbean,Upper middle income,1967
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1870
Latin America and Caribbean,Upper middle income,1967
Latin America and Caribbean,Upper middle income,1963
Latin America and Caribbean,Upper middle income,1964
Latin America and Caribbean,Upper middle income,1986
Middle East and North Africa,Lower middle income,1957
Latin America and Caribbean,Upper middle income,1957
Latin America and Caribbean,Upper middle income,1985
Latin America and Caribbean,Upper middle income,1992
Latin America and Caribbean,Upper middle income,1976
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1961
Latin America and Caribbean,Upper middle income,1938
Latin America and Caribbean,Upper middle income,1985
Latin America and Caribbean,Upper middle income,1976
Latin America and Caribbean,Upper middle income,1968
Latin America and Caribbean,Upper middle income,1909
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,2003
Latin America and Caribbean,Upper middle income,2001
Europe and Central Asia,Upper middle income,1912
Europe and Central Asia,Upper middle income,2003
Europe and Central Asia,Upper middle income,1992
Sub-Saharan Africa,Low income,1991
Sub-Saharan Africa,Low income,2011
East Asia and Pacific,Lower middle income,1965
Sub-Saharan Africa,Low income,1959
Sub-Saharan Africa,Low income,1968
Sub-Saharan Africa,Low income,1992
Sub-Saharan Africa,Low income,2007
Sub-Saharan Africa,Low income,1998
Sub-Saharan Africa,Low income,2005
Sub-Saharan Africa,Low income,1965
Sub-Saharan Africa,Low income,2002
Sub-Saharan Africa,Low income,2007
Sub-Saharan Africa,Low income,1995
Sub-Saharan Africa,Low income,2004
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2012
Sub-Saharan Africa,Low income,2003
Sub-Saharan Africa,Low income,2005
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2006
Sub-Saharan Africa,Low income,2003
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,1999
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2012
Sub-Saharan Africa,Low income,2003
Sub-Saharan Africa,Low income,2006
Sub-Saharan Africa,Low income,2008
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2012
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2011
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2011
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2000
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2008
Sub-Saharan Africa,Low income,2008
Sub-Saharan Africa,Low income,2007
Sub-Saharan Africa,Low income,2004
Sub-Saharan Africa,Low income,2011
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2012
Sub-Saharan Africa,Low income,1999
Sub-Saharan Africa,Low income,2000
Sub-Saharan Africa,Low income,1960
Sub-Saharan Africa,Low income,2000
Sub-Saharan Africa,Low income,2000
Sub-Saharan Africa,Low income,2000
East Asia and Pacific,Lower middle income,1956
Sub-Saharan Africa,Lower middle income,1991
Sub-Saharan Africa,Lower middle income,2009
Sub-Saharan Africa,Lower middle income,2009
Sub-Saharan Africa,Lower middle income,2006
Sub-Saharan Africa,Lower middle income,2009
Sub-Saharan Africa,Lower middle income,2003
